case_id,activity_name,resource,start_timestamp,end_timestamp,agent
1794,Wait,Value 2,2012-04-16 05:16:01+00:00,2012-04-16 05:16:01+00:00,0
1794,Resolve ticket,Value 2,2012-04-24 09:36:37+00:00,2012-04-24 09:36:37+00:00,0
1794,Closed,Value 5,2012-05-23 09:22:06+00:00,2012-05-23 09:22:06+00:00,5
1797,Assign seriousness,Value 1,2012-03-13 14:44:46+00:00,2012-03-13 14:44:46+00:00,17
1797,Take in charge ticket,Value 13,2012-03-14 07:45:08+00:00,2012-03-14 07:45:08+00:00,15
1797,Resolve ticket,Value 13,2012-03-22 08:24:03+00:00,2012-03-22 08:24:03+00:00,15
1797,Closed,Value 5,2012-04-13 12:50:12+00:00,2012-04-13 12:50:12+00:00,5
1799,Assign seriousness,Value 13,2012-05-18 05:25:23+00:00,2012-05-18 05:25:23+00:00,15
1799,Take in charge ticket,Value 1,2012-06-08 10:48:21+00:00,2012-06-08 10:48:21+00:00,17
1799,Resolve ticket,Value 13,2012-06-15 06:23:31+00:00,2012-06-15 06:23:31+00:00,15
1799,Closed,Value 5,2012-06-30 06:23:52+00:00,2012-06-30 06:23:52+00:00,5
1800,Assign seriousness,Value 4,2012-05-28 11:43:52+00:00,2012-05-28 11:43:52+00:00,18
1800,Take in charge ticket,Value 9,2012-05-28 11:52:17+00:00,2012-05-28 11:52:17+00:00,11
1800,Resolve ticket,Value 9,2012-05-28 11:53:21+00:00,2012-05-28 11:53:21+00:00,11
1800,Closed,Value 5,2012-07-13 11:50:55+00:00,2012-07-13 11:50:55+00:00,5
1801,Assign seriousness,Value 2,2010-03-17 11:29:20+00:00,2010-03-17 11:29:20+00:00,0
1801,Take in charge ticket,Value 2,2010-03-17 11:29:28+00:00,2010-03-17 11:29:28+00:00,0
1801,Wait,Value 2,2010-03-18 09:18:34+00:00,2010-03-18 09:18:34+00:00,0
1801,Take in charge ticket,Value 2,2010-03-23 13:10:04+00:00,2010-03-23 13:10:04+00:00,0
1801,Resolve ticket,Value 2,2010-03-23 13:10:09+00:00,2010-03-23 13:10:09+00:00,0
1801,Closed,Value 5,2010-04-17 09:30:14+00:00,2010-04-17 09:30:14+00:00,5
1804,Assign seriousness,Value 1,2011-10-06 12:59:17+00:00,2011-10-06 12:59:17+00:00,17
1804,Take in charge ticket,Value 13,2011-10-07 06:19:12+00:00,2011-10-07 06:19:12+00:00,15
1804,Wait,Value 13,2011-10-13 12:21:30+00:00,2011-10-13 12:21:30+00:00,15
1804,Resolve ticket,Value 13,2011-11-16 07:26:40+00:00,2011-11-16 07:26:40+00:00,15
1804,Closed,Value 5,2011-12-02 08:00:19+00:00,2011-12-02 08:00:19+00:00,5
1806,Assign seriousness,Value 1,2012-05-21 05:06:07+00:00,2012-05-21 05:06:07+00:00,17
1806,Take in charge ticket,Value 1,2012-05-21 05:06:19+00:00,2012-05-21 05:06:19+00:00,17
1806,Wait,Value 2,2012-05-28 05:11:51+00:00,2012-05-28 05:11:51+00:00,0
1806,Take in charge ticket,Value 1,2012-06-05 04:32:04+00:00,2012-06-05 04:32:04+00:00,17
1806,Wait,Value 1,2012-06-08 12:51:36+00:00,2012-06-08 12:51:36+00:00,17
1806,Resolve ticket,Value 1,2012-06-26 07:28:20+00:00,2012-06-26 07:28:20+00:00,17
1806,Closed,Value 5,2012-07-14 09:10:33+00:00,2012-07-14 09:10:33+00:00,5
1807,Assign seriousness,Value 2,2010-04-21 12:25:43+00:00,2010-04-21 12:25:43+00:00,0
1807,Assign seriousness,Value 2,2010-04-28 12:23:31+00:00,2010-04-28 12:23:31+00:00,0
1807,Take in charge ticket,Value 2,2010-04-28 12:24:30+00:00,2010-04-28 12:24:30+00:00,0
1807,Resolve ticket,Value 2,2010-05-10 04:59:14+00:00,2010-05-10 04:59:14+00:00,0
1807,Closed,Value 5,2010-05-25 04:59:34+00:00,2010-05-25 04:59:34+00:00,5
1809,Assign seriousness,Value 1,2012-01-18 08:11:05+00:00,2012-01-18 08:11:05+00:00,17
1809,Take in charge ticket,Value 9,2012-01-18 12:35:00+00:00,2012-01-18 12:35:00+00:00,11
1809,Resolve ticket,Value 9,2012-01-19 08:05:08+00:00,2012-01-19 08:05:08+00:00,11
1809,Closed,Value 5,2012-03-04 08:20:56+00:00,2012-03-04 08:20:56+00:00,5
1810,Assign seriousness,Value 1,2011-12-20 12:16:22+00:00,2011-12-20 12:16:22+00:00,17
1810,Take in charge ticket,Value 6,2011-12-21 05:49:32+00:00,2011-12-21 05:49:32+00:00,8
1810,Resolve ticket,Value 16,2011-12-21 06:57:09+00:00,2011-12-21 06:57:09+00:00,3
1810,Closed,Value 5,2012-02-02 12:20:25+00:00,2012-02-02 12:20:25+00:00,5
1812,Assign seriousness,Value 2,2010-11-25 07:15:52+00:00,2010-11-25 07:15:52+00:00,0
1812,Take in charge ticket,Value 2,2010-11-25 07:16:35+00:00,2010-11-25 07:16:35+00:00,0
1812,Resolve ticket,Value 2,2010-11-25 11:59:37+00:00,2010-11-25 11:59:37+00:00,0
1812,Closed,Value 5,2010-12-29 07:21:50+00:00,2010-12-29 07:21:50+00:00,5
1813,Assign seriousness,Value 1,2011-12-28 14:51:52+00:00,2011-12-28 14:51:52+00:00,17
1813,Take in charge ticket,Value 10,2011-12-29 08:16:43+00:00,2011-12-29 08:16:43+00:00,6
1813,Resolve ticket,Value 10,2011-12-30 06:01:38+00:00,2011-12-30 06:01:38+00:00,6
1813,Closed,Value 5,2012-01-28 15:01:45+00:00,2012-01-28 15:01:45+00:00,5
1814,Assign seriousness,Value 2,2012-04-10 06:15:05+00:00,2012-04-10 06:15:05+00:00,0
1814,Take in charge ticket,Value 2,2012-04-10 06:15:47+00:00,2012-04-10 06:15:47+00:00,0
1814,Resolve ticket,Value 2,2012-04-11 07:39:36+00:00,2012-04-11 07:39:36+00:00,0
1814,Closed,Value 5,2012-05-17 06:20:43+00:00,2012-05-17 06:20:43+00:00,5
1816,Assign seriousness,Value 13,2011-04-14 11:55:28+00:00,2011-04-14 11:55:28+00:00,15
1816,Take in charge ticket,Value 13,2011-04-15 04:31:29+00:00,2011-04-15 04:31:29+00:00,15
1816,Resolve ticket,Value 13,2011-04-15 12:15:07+00:00,2011-04-15 12:15:07+00:00,15
1816,Closed,Value 5,2011-05-17 12:00:20+00:00,2011-05-17 12:00:20+00:00,5
1817,Assign seriousness,Value 14,2010-11-12 12:35:54+00:00,2010-11-12 12:35:54+00:00,9
1817,Take in charge ticket,Value 14,2010-11-12 12:36:14+00:00,2010-11-12 12:36:14+00:00,9
1817,Wait,Value 14,2010-11-19 08:50:09+00:00,2010-11-19 08:50:09+00:00,9
1817,Take in charge ticket,Value 2,2010-11-25 07:08:56+00:00,2010-11-25 07:08:56+00:00,0
1817,Resolve ticket,Value 2,2010-11-25 07:09:35+00:00,2010-11-25 07:09:35+00:00,0
1817,Resolve ticket,Value 2,2010-11-25 07:09:36+00:00,2010-11-25 07:09:36+00:00,0
1817,Closed,Value 5,2011-01-10 12:40:59+00:00,2011-01-10 12:40:59+00:00,5
1819,Assign seriousness,Value 2,2010-02-16 08:57:56+00:00,2010-02-16 08:57:56+00:00,0
1819,Take in charge ticket,Value 2,2010-02-16 08:58:09+00:00,2010-02-16 08:58:09+00:00,0
1819,Resolve ticket,Value 2,2010-02-16 08:58:17+00:00,2010-02-16 08:58:17+00:00,0
1819,Closed,Value 5,2010-03-19 09:00:16+00:00,2010-03-19 09:00:16+00:00,5
1820,Assign seriousness,Value 9,2010-07-28 12:18:53+00:00,2010-07-28 12:18:53+00:00,11
1820,Assign seriousness,Value 2,2010-08-27 04:29:53+00:00,2010-08-27 04:29:53+00:00,0
1820,Take in charge ticket,Value 15,2010-08-30 05:03:41+00:00,2010-08-30 05:03:41+00:00,1
1820,Resolve ticket,Value 15,2010-09-03 06:04:51+00:00,2010-09-03 06:04:51+00:00,1
1820,Closed,Value 5,2010-09-18 06:05:05+00:00,2010-09-18 06:05:05+00:00,5
1821,Assign seriousness,Value 4,2012-03-13 05:59:04+00:00,2012-03-13 05:59:04+00:00,18
1821,Take in charge ticket,Value 4,2012-03-13 05:59:32+00:00,2012-03-13 05:59:32+00:00,18
1821,Resolve ticket,Value 4,2012-03-13 09:24:45+00:00,2012-03-13 09:24:45+00:00,18
1821,Closed,Value 5,2012-04-25 13:00:33+00:00,2012-04-25 13:00:33+00:00,5
1822,Assign seriousness,Value 2,2010-05-25 04:50:22+00:00,2010-05-25 04:50:22+00:00,0
1822,Take in charge ticket,Value 2,2010-05-25 04:51:06+00:00,2010-05-25 04:51:06+00:00,0
1822,Create SW anomaly,Value 2,2010-05-25 08:22:56+00:00,2010-05-25 08:22:56+00:00,0
1822,Resolve ticket,Value 16,2010-06-03 07:43:20+00:00,2010-06-03 07:43:20+00:00,3
1822,Closed,Value 5,2010-06-26 05:02:25+00:00,2010-06-26 05:02:25+00:00,5
1823,Assign seriousness,Value 2,2010-06-28 06:40:43+00:00,2010-06-28 06:40:43+00:00,0
1823,Take in charge ticket,Value 19,2010-07-28 05:56:12+00:00,2010-07-28 05:56:12+00:00,10
1823,Resolve ticket,Value 19,2010-07-28 05:56:28+00:00,2010-07-28 05:56:28+00:00,10
1823,Closed,Value 5,2010-08-12 05:56:49+00:00,2010-08-12 05:56:49+00:00,5
1824,Assign seriousness,Value 8,2011-03-09 11:27:13+00:00,2011-03-09 11:27:13+00:00,14
1824,Take in charge ticket,Value 6,2011-03-11 06:05:59+00:00,2011-03-11 06:05:59+00:00,8
1824,Resolve ticket,Value 6,2011-03-11 06:22:38+00:00,2011-03-11 06:22:38+00:00,8
1824,Closed,Value 5,2011-04-22 09:32:47+00:00,2011-04-22 09:32:47+00:00,5
1825,Assign seriousness,Value 9,2011-08-19 07:33:10+00:00,2011-08-19 07:33:10+00:00,11
1825,Take in charge ticket,Value 10,2011-08-31 07:42:46+00:00,2011-08-31 07:42:46+00:00,6
1825,Resolve ticket,Value 10,2011-08-31 07:44:55+00:00,2011-08-31 07:44:55+00:00,6
1825,Closed,Value 5,2011-10-02 07:41:06+00:00,2011-10-02 07:41:06+00:00,5
1826,Assign seriousness,Value 1,2012-06-05 12:51:48+00:00,2012-06-05 12:51:48+00:00,17
1826,Take in charge ticket,Value 2,2012-06-06 04:02:36+00:00,2012-06-06 04:02:36+00:00,0
1826,Wait,Value 2,2012-06-18 10:40:17+00:00,2012-06-18 10:40:17+00:00,0
1826,Resolve ticket,Value 2,2012-07-12 05:45:36+00:00,2012-07-12 05:45:36+00:00,0
1826,Closed,Value 5,2012-07-27 05:45:52+00:00,2012-07-27 05:45:52+00:00,5
1827,Assign seriousness,Value 1,2012-02-20 08:03:08+00:00,2012-02-20 08:03:08+00:00,17
1827,Resolve ticket,Value 1,2012-02-20 08:32:31+00:00,2012-02-20 08:32:31+00:00,17
1827,Closed,Value 5,2012-03-22 08:10:55+00:00,2012-03-22 08:10:55+00:00,5
1829,Take in charge ticket,Value 13,2011-12-29 11:37:05+00:00,2011-12-29 11:37:05+00:00,15
1829,Resolve ticket,Value 13,2011-12-29 12:45:50+00:00,2011-12-29 12:45:50+00:00,15
1829,Closed,Value 5,2012-01-31 11:40:29+00:00,2012-01-31 11:40:29+00:00,5
1830,Assign seriousness,Value 8,2011-06-27 07:13:11+00:00,2011-06-27 07:13:11+00:00,14
1830,Assign seriousness,Value 8,2011-06-27 07:13:33+00:00,2011-06-27 07:13:33+00:00,14
1830,Take in charge ticket,Value 13,2011-07-01 07:36:40+00:00,2011-07-01 07:36:40+00:00,15
1830,Resolve ticket,Value 13,2011-07-01 07:36:49+00:00,2011-07-01 07:36:49+00:00,15
1830,Closed,Value 5,2011-08-10 07:20:24+00:00,2011-08-10 07:20:24+00:00,5
1831,Assign seriousness,Value 8,2011-05-20 06:40:32+00:00,2011-05-20 06:40:32+00:00,14
1831,Take in charge ticket,Value 8,2011-05-20 06:41:04+00:00,2011-05-20 06:41:04+00:00,14
1831,Resolve ticket,Value 9,2011-05-20 07:46:04+00:00,2011-05-20 07:46:04+00:00,11
1831,Closed,Value 5,2011-06-22 06:50:25+00:00,2011-06-22 06:50:25+00:00,5
1832,Assign seriousness,Value 9,2010-09-23 07:45:47+00:00,2010-09-23 07:45:47+00:00,11
1832,Take in charge ticket,Value 9,2010-09-23 07:46:11+00:00,2010-09-23 07:46:11+00:00,11
1832,Resolve ticket,Value 9,2010-09-23 07:47:28+00:00,2010-09-23 07:47:28+00:00,11
1832,Closed,Value 5,2010-10-26 07:50:17+00:00,2010-10-26 07:50:17+00:00,5
1833,Assign seriousness,Value 13,2012-04-16 04:12:34+00:00,2012-04-16 04:12:34+00:00,15
1833,Take in charge ticket,Value 2,2012-04-16 05:47:28+00:00,2012-04-16 05:47:28+00:00,0
1833,Resolve ticket,Value 2,2012-04-17 11:01:59+00:00,2012-04-17 11:01:59+00:00,0
1833,Closed,Value 5,2012-05-24 04:20:52+00:00,2012-05-24 04:20:52+00:00,5
1834,Assign seriousness,Value 2,2010-05-26 05:16:03+00:00,2010-05-26 05:16:03+00:00,0
1834,Assign seriousness,Value 2,2010-05-26 05:16:42+00:00,2010-05-26 05:16:42+00:00,0
1834,Assign seriousness,Value 2,2010-05-26 05:16:42+00:00,2010-05-26 05:16:42+00:00,0
1834,Take in charge ticket,Value 12,2010-05-26 06:42:11+00:00,2010-05-26 06:42:11+00:00,7
1834,Resolve ticket,Value 12,2010-05-26 07:20:55+00:00,2010-05-26 07:20:55+00:00,7
1834,Closed,Value 5,2010-06-29 05:20:21+00:00,2010-06-29 05:20:21+00:00,5
1836,Insert ticket,Value 14,2010-09-17 11:42:28+00:00,2010-09-17 11:42:28+00:00,9
1836,Assign seriousness,Value 14,2010-09-17 11:43:40+00:00,2010-09-17 11:43:40+00:00,9
1836,Take in charge ticket,Value 14,2010-09-17 11:45:04+00:00,2010-09-17 11:45:04+00:00,9
1836,Resolve ticket,Value 14,2010-09-21 05:48:23+00:00,2010-09-21 05:48:23+00:00,9
1836,Closed,Value 5,2010-10-31 13:51:28+00:00,2010-10-31 13:51:28+00:00,5
1837,Assign seriousness,Value 13,2011-06-13 06:35:25+00:00,2011-06-13 06:35:25+00:00,15
1837,Take in charge ticket,Value 13,2011-06-13 06:35:37+00:00,2011-06-13 06:35:37+00:00,15
1837,Resolve ticket,Value 13,2011-06-13 06:36:24+00:00,2011-06-13 06:36:24+00:00,15
1837,Closed,Value 5,2011-07-20 06:40:37+00:00,2011-07-20 06:40:37+00:00,5
1838,Assign seriousness,Value 8,2011-01-11 13:04:50+00:00,2011-01-11 13:04:50+00:00,14
1838,Take in charge ticket,Value 2,2011-01-13 08:55:25+00:00,2011-01-13 08:55:25+00:00,0
1838,Resolve ticket,Value 2,2011-01-13 09:22:14+00:00,2011-01-13 09:22:14+00:00,0
1838,Closed,Value 5,2011-02-24 13:10:28+00:00,2011-02-24 13:10:28+00:00,5
1839,Assign seriousness,Value 1,2011-09-15 05:54:26+00:00,2011-09-15 05:54:26+00:00,17
1839,Take in charge ticket,Value 2,2011-09-21 04:06:43+00:00,2011-09-21 04:06:43+00:00,0
1839,Resolve ticket,Value 2,2011-10-07 11:34:18+00:00,2011-10-07 11:34:18+00:00,0
1839,Closed,Value 5,2011-10-22 11:34:34+00:00,2011-10-22 11:34:34+00:00,5
1840,Assign seriousness,Value 1,2011-12-21 09:06:07+00:00,2011-12-21 09:06:07+00:00,17
1840,Take in charge ticket,Value 1,2011-12-21 09:06:16+00:00,2011-12-21 09:06:16+00:00,17
1840,Resolve ticket,Value 1,2011-12-21 14:31:18+00:00,2011-12-21 14:31:18+00:00,17
1840,Closed,Value 5,2012-01-27 09:11:13+00:00,2012-01-27 09:11:13+00:00,5
1841,Assign seriousness,Value 8,2011-05-18 04:33:26+00:00,2011-05-18 04:33:26+00:00,14
1841,Take in charge ticket,Value 2,2011-05-18 07:27:00+00:00,2011-05-18 07:27:00+00:00,0
1841,Wait,Value 12,2011-05-18 09:48:25+00:00,2011-05-18 09:48:25+00:00,7
1841,Take in charge ticket,Value 2,2011-05-31 10:40:21+00:00,2011-05-31 10:40:21+00:00,0
1841,Resolve ticket,Value 2,2011-05-31 10:40:31+00:00,2011-05-31 10:40:31+00:00,0
1841,Closed,Value 5,2011-07-01 05:40:34+00:00,2011-07-01 05:40:34+00:00,5
1842,Assign seriousness,Value 9,2012-06-26 07:58:41+00:00,2012-06-26 07:58:41+00:00,11
1842,Take in charge ticket,Value 9,2012-06-26 07:59:09+00:00,2012-06-26 07:59:09+00:00,11
1842,Resolve ticket,Value 9,2012-06-26 07:59:30+00:00,2012-06-26 07:59:30+00:00,11
1842,Closed,Value 2,2012-08-24 12:43:20+00:00,2012-08-24 12:43:20+00:00,0
1843,Assign seriousness,Value 8,2011-05-11 10:19:23+00:00,2011-05-11 10:19:23+00:00,14
1843,Take in charge ticket,Value 12,2011-05-18 11:41:42+00:00,2011-05-18 11:41:42+00:00,7
1843,Resolve ticket,Value 9,2011-05-18 13:03:06+00:00,2011-05-18 13:03:06+00:00,11
1843,Closed,Value 5,2011-06-11 10:21:05+00:00,2011-06-11 10:21:05+00:00,5
1844,Assign seriousness,Value 2,2010-11-17 08:26:38+00:00,2010-11-17 08:26:38+00:00,0
1844,Take in charge ticket,Value 2,2010-11-17 14:26:46+00:00,2010-11-17 14:26:46+00:00,0
1844,Resolve ticket,Value 2,2010-11-17 14:27:53+00:00,2010-11-17 14:27:53+00:00,0
1844,Take in charge ticket,Value 14,2010-11-19 08:15:36+00:00,2010-11-19 08:15:36+00:00,9
1844,Resolve ticket,Value 14,2010-11-19 08:16:35+00:00,2010-11-19 08:16:35+00:00,9
1844,Closed,Value 5,2010-12-18 08:30:40+00:00,2010-12-18 08:30:40+00:00,5
1846,Assign seriousness,Value 13,2012-06-18 07:49:00+00:00,2012-06-18 07:49:00+00:00,15
1846,Resolve ticket,Value 1,2012-06-20 04:11:19+00:00,2012-06-20 04:11:19+00:00,17
1846,Resolve ticket,Value 1,2012-06-20 04:11:20+00:00,2012-06-20 04:11:20+00:00,17
1846,Closed,Value 5,2012-07-31 07:50:36+00:00,2012-07-31 07:50:36+00:00,5
1847,Assign seriousness,Value 8,2011-03-25 08:09:15+00:00,2011-03-25 08:09:15+00:00,14
1847,Take in charge ticket,Value 16,2011-04-06 10:22:51+00:00,2011-04-06 10:22:51+00:00,3
1847,Resolve ticket,Value 16,2011-04-06 10:22:58+00:00,2011-04-06 10:22:58+00:00,3
1847,Closed,Value 5,2011-05-08 06:10:17+00:00,2011-05-08 06:10:17+00:00,5
1848,Assign seriousness,Value 1,2011-11-15 06:54:38+00:00,2011-11-15 06:54:38+00:00,17
1848,Resolve ticket,Value 1,2011-11-16 08:40:12+00:00,2011-11-16 08:40:12+00:00,17
1848,Resolve ticket,Value 4,2011-11-16 08:40:21+00:00,2011-11-16 08:40:21+00:00,18
1848,Resolve ticket,Value 4,2011-11-16 08:40:22+00:00,2011-11-16 08:40:22+00:00,18
1848,Closed,Value 5,2011-12-31 07:00:17+00:00,2011-12-31 07:00:17+00:00,5
1849,Assign seriousness,Value 8,2010-12-02 14:39:04+00:00,2010-12-02 14:39:04+00:00,14
1849,Take in charge ticket,Value 2,2010-12-14 06:17:49+00:00,2010-12-14 06:17:49+00:00,0
1849,Resolve ticket,Value 21,2011-01-03 13:49:52+00:00,2011-01-03 13:49:52+00:00,4
1849,Closed,Value 5,2011-01-18 13:50:07+00:00,2011-01-18 13:50:07+00:00,5
1850,Assign seriousness,Value 9,2012-01-20 07:24:58+00:00,2012-01-20 07:24:58+00:00,11
1850,Take in charge ticket,Value 9,2012-01-20 07:25:10+00:00,2012-01-20 07:25:10+00:00,11
1850,Resolve ticket,Value 9,2012-01-20 07:47:45+00:00,2012-01-20 07:47:45+00:00,11
1850,Closed,Value 5,2012-02-24 07:30:28+00:00,2012-02-24 07:30:28+00:00,5
1851,Assign seriousness,Value 2,2010-02-19 07:26:26+00:00,2010-02-19 07:26:26+00:00,0
1851,Take in charge ticket,Value 2,2010-03-09 09:36:35+00:00,2010-03-09 09:36:35+00:00,0
1851,Resolve ticket,Value 2,2010-03-09 09:36:42+00:00,2010-03-09 09:36:42+00:00,0
1851,Closed,Value 5,2010-03-24 09:36:54+00:00,2010-03-24 09:36:54+00:00,5
1856,Assign seriousness,Value 4,2012-02-03 08:54:21+00:00,2012-02-03 08:54:21+00:00,18
1856,Take in charge ticket,Value 10,2012-02-10 10:06:35+00:00,2012-02-10 10:06:35+00:00,6
1856,Resolve ticket,Value 10,2012-02-10 15:56:52+00:00,2012-02-10 15:56:52+00:00,6
1856,Take in charge ticket,Value 10,2012-02-17 14:44:34+00:00,2012-02-17 14:44:34+00:00,6
1856,Resolve ticket,Value 1,2012-02-24 06:03:54+00:00,2012-02-24 06:03:54+00:00,17
1856,Resolve ticket,Value 1,2012-02-24 06:03:55+00:00,2012-02-24 06:03:55+00:00,17
1856,Closed,Value 5,2012-03-10 06:04:34+00:00,2012-03-10 06:04:34+00:00,5
1857,Assign seriousness,Value 8,2011-05-05 06:41:25+00:00,2011-05-05 06:41:25+00:00,14
1857,Take in charge ticket,Value 8,2011-05-05 06:42:08+00:00,2011-05-05 06:42:08+00:00,14
1857,Resolve ticket,Value 2,2011-05-05 10:14:58+00:00,2011-05-05 10:14:58+00:00,0
1857,Closed,Value 5,2011-06-18 06:50:22+00:00,2011-06-18 06:50:22+00:00,5
1858,Assign seriousness,Value 8,2011-02-16 12:45:11+00:00,2011-02-16 12:45:11+00:00,14
1858,Take in charge ticket,Value 8,2011-02-16 12:45:22+00:00,2011-02-16 12:45:22+00:00,14
1858,Resolve ticket,Value 8,2011-02-16 12:45:39+00:00,2011-02-16 12:45:39+00:00,14
1858,Closed,Value 5,2011-04-16 10:50:45+00:00,2011-04-16 10:50:45+00:00,5
1859,Assign seriousness,Value 2,2010-05-21 04:33:57+00:00,2010-05-21 04:33:57+00:00,0
1859,Take in charge ticket,Value 2,2010-05-25 06:39:58+00:00,2010-05-25 06:39:58+00:00,0
1859,Resolve ticket,Value 2,2010-05-25 06:40:25+00:00,2010-05-25 06:40:25+00:00,0
1859,Closed,Value 5,2010-06-24 04:40:32+00:00,2010-06-24 04:40:32+00:00,5
1860,Assign seriousness,Value 1,2012-01-26 14:36:18+00:00,2012-01-26 14:36:18+00:00,17
1860,Take in charge ticket,Value 6,2012-01-26 15:13:35+00:00,2012-01-26 15:13:35+00:00,8
1860,Resolve ticket,Value 6,2012-01-27 11:15:28+00:00,2012-01-27 11:15:28+00:00,8
1860,Closed,Value 5,2012-03-10 14:40:40+00:00,2012-03-10 14:40:40+00:00,5
1861,Assign seriousness,Value 2,2010-05-04 07:04:02+00:00,2010-05-04 07:04:02+00:00,0
1861,Take in charge ticket,Value 16,2010-05-04 12:21:06+00:00,2010-05-04 12:21:06+00:00,3
1861,Resolve ticket,Value 6,2010-05-04 12:31:33+00:00,2010-05-04 12:31:33+00:00,8
1861,Closed,Value 5,2010-06-04 07:12:19+00:00,2010-06-04 07:12:19+00:00,5
1863,Assign seriousness,Value 8,2011-06-06 05:25:39+00:00,2011-06-06 05:25:39+00:00,14
1863,Take in charge ticket,Value 8,2011-06-06 05:26:03+00:00,2011-06-06 05:26:03+00:00,14
1863,Resolve ticket,Value 10,2011-06-15 10:18:05+00:00,2011-06-15 10:18:05+00:00,6
1863,Closed,Value 5,2011-07-07 05:31:55+00:00,2011-07-07 05:31:55+00:00,5
1865,Assign seriousness,Value 9,2012-05-14 05:35:51+00:00,2012-05-14 05:35:51+00:00,11
1865,Resolve ticket,Value 9,2012-05-14 05:36:07+00:00,2012-05-14 05:36:07+00:00,11
1865,Closed,Value 5,2012-06-26 05:40:32+00:00,2012-06-26 05:40:32+00:00,5
1866,Assign seriousness,Value 2,2011-12-22 08:17:15+00:00,2011-12-22 08:17:15+00:00,0
1866,Take in charge ticket,Value 2,2011-12-22 08:17:25+00:00,2011-12-22 08:17:25+00:00,0
1866,Wait,Value 2,2011-12-22 14:53:16+00:00,2011-12-22 14:53:16+00:00,0
1866,Take in charge ticket,Value 1,2011-12-27 06:17:04+00:00,2011-12-27 06:17:04+00:00,17
1866,Resolve ticket,Value 1,2011-12-28 09:36:34+00:00,2011-12-28 09:36:34+00:00,17
1866,Closed,Value 5,2012-02-10 08:40:17+00:00,2012-02-10 08:40:17+00:00,5
1867,Assign seriousness,Value 8,2011-03-11 08:41:44+00:00,2011-03-11 08:41:44+00:00,14
1867,Take in charge ticket,Value 8,2011-03-30 07:49:01+00:00,2011-03-30 07:49:01+00:00,14
1867,Resolve ticket,Value 13,2011-03-30 10:22:52+00:00,2011-03-30 10:22:52+00:00,15
1867,Closed,Value 5,2011-04-14 10:23:03+00:00,2011-04-14 10:23:03+00:00,5
1868,Insert ticket,Value 15,2010-07-23 05:22:58+00:00,2010-07-23 05:22:58+00:00,1
1868,Assign seriousness,Value 15,2010-07-23 05:23:24+00:00,2010-07-23 05:23:24+00:00,1
1868,Take in charge ticket,Value 15,2010-07-23 05:29:53+00:00,2010-07-23 05:29:53+00:00,1
1868,Resolve ticket,Value 15,2010-07-23 06:53:25+00:00,2010-07-23 06:53:25+00:00,1
1868,Closed,Value 5,2010-08-25 05:30:37+00:00,2010-08-25 05:30:37+00:00,5
1869,Assign seriousness,Value 2,2010-03-10 06:51:50+00:00,2010-03-10 06:51:50+00:00,0
1869,Take in charge ticket,Value 15,2010-03-15 09:10:26+00:00,2010-03-15 09:10:26+00:00,1
1869,Resolve ticket,Value 15,2010-04-20 05:31:38+00:00,2010-04-20 05:31:38+00:00,1
1869,Closed,Value 5,2010-05-05 05:31:53+00:00,2010-05-05 05:31:53+00:00,5
1871,Assign seriousness,Value 8,2011-04-01 10:13:58+00:00,2011-04-01 10:13:58+00:00,14
1871,Take in charge ticket,Value 8,2011-04-01 10:14:10+00:00,2011-04-01 10:14:10+00:00,14
1871,Resolve ticket,Value 8,2011-04-01 10:17:00+00:00,2011-04-01 10:17:00+00:00,14
1871,Closed,Value 5,2011-05-04 10:20:32+00:00,2011-05-04 10:20:32+00:00,5
1872,Assign seriousness,Value 2,2010-03-22 14:54:42+00:00,2010-03-22 14:54:42+00:00,0
1872,Take in charge ticket,Value 2,2010-03-23 07:04:08+00:00,2010-03-23 07:04:08+00:00,0
1872,Resolve ticket,Value 2,2010-03-23 07:04:16+00:00,2010-03-23 07:04:16+00:00,0
1872,Closed,Value 5,2010-04-22 13:05:21+00:00,2010-04-22 13:05:21+00:00,5
1874,Assign seriousness,Value 8,2011-05-20 07:04:57+00:00,2011-05-20 07:04:57+00:00,14
1874,Take in charge ticket,Value 8,2011-05-20 07:05:26+00:00,2011-05-20 07:05:26+00:00,14
1874,Resolve ticket,Value 13,2011-05-20 10:20:30+00:00,2011-05-20 10:20:30+00:00,15
1874,Closed,Value 5,2011-07-03 07:10:34+00:00,2011-07-03 07:10:34+00:00,5
1876,Assign seriousness,Value 4,2012-03-19 13:35:18+00:00,2012-03-19 13:35:18+00:00,18
1876,Take in charge ticket,Value 4,2012-03-19 13:38:16+00:00,2012-03-19 13:38:16+00:00,18
1876,Resolve ticket,Value 4,2012-03-20 07:52:51+00:00,2012-03-20 07:52:51+00:00,18
1876,Closed,Value 5,2012-04-26 11:40:26+00:00,2012-04-26 11:40:26+00:00,5
1877,Assign seriousness,Value 1,2012-06-05 12:47:14+00:00,2012-06-05 12:47:14+00:00,17
1877,Take in charge ticket,Value 2,2012-06-06 04:02:13+00:00,2012-06-06 04:02:13+00:00,0
1877,Wait,Value 2,2012-06-18 10:39:57+00:00,2012-06-18 10:39:57+00:00,0
1877,Resolve ticket,Value 2,2012-07-12 05:47:19+00:00,2012-07-12 05:47:19+00:00,0
1877,Closed,Value 5,2012-07-27 05:47:27+00:00,2012-07-27 05:47:27+00:00,5
